id,name,types,url,image_url
24,arbok,poison,https://pokeapi.co/api/v2/pokemon/24/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/24.png
25,pikachu,electric,https://pokeapi.co/api/v2/pokemon/25/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/25.png
26,raichu,electric,https://pokeapi.co/api/v2/pokemon/26/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/26.png
27,sandshrew,ground,https://pokeapi.co/api/v2/pokemon/27/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/27.png
28,sandslash,ground,https://pokeapi.co/api/v2/pokemon/28/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/28.png
29,nidoran-f,poison,https://pokeapi.co/api/v2/pokemon/29/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/29.png
30,nidorina,poison,https://pokeapi.co/api/v2/pokemon/30/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/30.png
31,nidoqueen,"poison, ground",https://pokeapi.co/api/v2/pokemon/31/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/31.png
32,nidoran-m,poison,https://pokeapi.co/api/v2/pokemon/32/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/32.png
33,nidorino,poison,https://pokeapi.co/api/v2/pokemon/33/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/33.png
34,nidoking,"poison, ground",https://pokeapi.co/api/v2/pokemon/34/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/34.png
35,clefairy,fairy,https://pokeapi.co/api/v2/pokemon/35/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/35.png
36,clefable,fairy,https://pokeapi.co/api/v2/pokemon/36/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/36.png
37,vulpix,fire,https://pokeapi.co/api/v2/pokemon/37/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/37.png
38,ninetales,fire,https://pokeapi.co/api/v2/pokemon/38/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/38.png
39,jigglypuff,"normal, fairy",https://pokeapi.co/api/v2/pokemon/39/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/39.png
40,wigglytuff,"normal, fairy",https://pokeapi.co/api/v2/pokemon/40/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/40.png
41,zubat,"poison, flying",https://pokeapi.co/api/v2/pokemon/41/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/41.png
42,golbat,"poison, flying",https://pokeapi.co/api/v2/pokemon/42/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/42.png
43,oddish,"grass, poison",https://pokeapi.co/api/v2/pokemon/43/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/43.png
44,gloom,"grass, poison",https://pokeapi.co/api/v2/pokemon/44/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/44.png
45,vileplume,"grass, poison",https://pokeapi.co/api/v2/pokemon/45/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/45.png
46,paras,"bug, grass",https://pokeapi.co/api/v2/pokemon/46/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/46.png
47,parasect,"bug, grass",https://pokeapi.co/api/v2/pokemon/47/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/47.png
48,venonat,"bug, poison",https://pokeapi.co/api/v2/pokemon/48/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/48.png
49,venomoth,"bug, poison",https://pokeapi.co/api/v2/pokemon/49/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/49.png
50,diglett,ground,https://pokeapi.co/api/v2/pokemon/50/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/50.png
51,dugtrio,ground,https://pokeapi.co/api/v2/pokemon/51/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/51.png
52,meowth,normal,https://pokeapi.co/api/v2/pokemon/52/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/52.png
53,persian,normal,https://pokeapi.co/api/v2/pokemon/53/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/53.png
54,psyduck,water,https://pokeapi.co/api/v2/pokemon/54/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/54.png
55,golduck,water,https://pokeapi.co/api/v2/pokemon/55/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/55.png
56,mankey,fighting,https://pokeapi.co/api/v2/pokemon/56/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/56.png
57,primeape,fighting,https://pokeapi.co/api/v2/pokemon/57/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/57.png
58,growlithe,fire,https://pokeapi.co/api/v2/pokemon/58/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/58.png
59,arcanine,fire,https://pokeapi.co/api/v2/pokemon/59/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/59.png
60,poliwag,water,https://pokeapi.co/api/v2/pokemon/60/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/60.png
61,poliwhirl,water,https://pokeapi.co/api/v2/pokemon/61/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/61.png
62,poliwrath,"water, fighting",https://pokeapi.co/api/v2/pokemon/62/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/62.png
63,abra,psychic,https://pokeapi.co/api/v2/pokemon/63/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/63.png
64,kadabra,psychic,https://pokeapi.co/api/v2/pokemon/64/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/64.png
65,alakazam,psychic,https://pokeapi.co/api/v2/pokemon/65/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/65.png
66,machop,fighting,https://pokeapi.co/api/v2/pokemon/66/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/66.png
67,machoke,fighting,https://pokeapi.co/api/v2/pokemon/67/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/67.png
68,machamp,fighting,https://pokeapi.co/api/v2/pokemon/68/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/68.png
69,bellsprout,"grass, poison",https://pokeapi.co/api/v2/pokemon/69/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/69.png
70,weepinbell,"grass, poison",https://pokeapi.co/api/v2/pokemon/70/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/70.png
71,victreebel,"grass, poison",https://pokeapi.co/api/v2/pokemon/71/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/71.png
72,tentacool,"water, poison",https://pokeapi.co/api/v2/pokemon/72/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/72.png
73,tentacruel,"water, poison",https://pokeapi.co/api/v2/pokemon/73/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/73.png
74,geodude,"rock, ground",https://pokeapi.co/api/v2/pokemon/74/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/74.png
75,graveler,"rock, ground",https://pokeapi.co/api/v2/pokemon/75/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/75.png
76,golem,"rock, ground",https://pokeapi.co/api/v2/pokemon/76/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/76.png
77,ponyta,fire,https://pokeapi.co/api/v2/pokemon/77/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/77.png
78,rapidash,fire,https://pokeapi.co/api/v2/pokemon/78/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/78.png
79,slowpoke,"water, psychic",https://pokeapi.co/api/v2/pokemon/79/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/79.png
80,slowbro,"water, psychic",https://pokeapi.co/api/v2/pokemon/80/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/80.png
81,magnemite,"electric, steel",https://pokeapi.co/api/v2/pokemon/81/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/81.png
82,magneton,"electric, steel",https://pokeapi.co/api/v2/pokemon/82/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/82.png
83,farfetchd,"normal, flying",https://pokeapi.co/api/v2/pokemon/83/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/83.png
84,doduo,"normal, flying",https://pokeapi.co/api/v2/pokemon/84/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/84.png
85,dodrio,"normal, flying",https://pokeapi.co/api/v2/pokemon/85/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/85.png
86,seel,water,https://pokeapi.co/api/v2/pokemon/86/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/86.png
87,dewgong,"water, ice",https://pokeapi.co/api/v2/pokemon/87/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/87.png
88,grimer,poison,https://pokeapi.co/api/v2/pokemon/88/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/88.png
89,muk,poison,https://pokeapi.co/api/v2/pokemon/89/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/89.png
90,shellder,water,https://pokeapi.co/api/v2/pokemon/90/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/90.png
91,cloyster,"water, ice",https://pokeapi.co/api/v2/pokemon/91/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/91.png
92,gastly,"ghost, poison",https://pokeapi.co/api/v2/pokemon/92/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/92.png
93,haunter,"ghost, poison",https://pokeapi.co/api/v2/pokemon/93/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/93.png
94,gengar,"ghost, poison",https://pokeapi.co/api/v2/pokemon/94/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/94.png
95,onix,"rock, ground",https://pokeapi.co/api/v2/pokemon/95/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/95.png
96,drowzee,psychic,https://pokeapi.co/api/v2/pokemon/96/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/96.png
97,hypno,psychic,https://pokeapi.co/api/v2/pokemon/97/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/97.png
98,krabby,water,https://pokeapi.co/api/v2/pokemon/98/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/98.png
99,kingler,water,https://pokeapi.co/api/v2/pokemon/99/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/99.png
100,voltorb,electric,https://pokeapi.co/api/v2/pokemon/100/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/100.png
101,electrode,electric,https://pokeapi.co/api/v2/pokemon/101/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/101.png
102,exeggcute,"grass, psychic",https://pokeapi.co/api/v2/pokemon/102/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/102.png
103,exeggutor,"grass, psychic",https://pokeapi.co/api/v2/pokemon/103/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/103.png
104,cubone,ground,https://pokeapi.co/api/v2/pokemon/104/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/104.png
105,marowak,ground,https://pokeapi.co/api/v2/pokemon/105/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/105.png
106,hitmonlee,fighting,https://pokeapi.co/api/v2/pokemon/106/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/106.png
107,hitmonchan,fighting,https://pokeapi.co/api/v2/pokemon/107/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/107.png
108,lickitung,normal,https://pokeapi.co/api/v2/pokemon/108/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/108.png
109,koffing,poison,https://pokeapi.co/api/v2/pokemon/109/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/109.png
110,weezing,poison,https://pokeapi.co/api/v2/pokemon/110/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/110.png
111,rhyhorn,"ground, rock",https://pokeapi.co/api/v2/pokemon/111/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/111.png
112,rhydon,"ground, rock",https://pokeapi.co/api/v2/pokemon/112/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/112.png
113,chansey,normal,https://pokeapi.co/api/v2/pokemon/113/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/113.png
114,tangela,grass,https://pokeapi.co/api/v2/pokemon/114/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/114.png
115,kangaskhan,normal,https://pokeapi.co/api/v2/pokemon/115/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/115.png
116,horsea,water,https://pokeapi.co/api/v2/pokemon/116/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/116.png
117,seadra,water,https://pokeapi.co/api/v2/pokemon/117/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/117.png
118,goldeen,water,https://pokeapi.co/api/v2/pokemon/118/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/118.png
119,seaking,water,https://pokeapi.co/api/v2/pokemon/119/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/119.png
120,staryu,water,https://pokeapi.co/api/v2/pokemon/120/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/120.png
121,starmie,"water, psychic",https://pokeapi.co/api/v2/pokemon/121/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/121.png
122,mr-mime,"psychic, fairy",https://pokeapi.co/api/v2/pokemon/122/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/122.png
123,scyther,"bug, flying",https://pokeapi.co/api/v2/pokemon/123/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/123.png
124,jynx,"ice, psychic",https://pokeapi.co/api/v2/pokemon/124/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/124.png
125,electabuzz,electric,https://pokeapi.co/api/v2/pokemon/125/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/125.png
126,magmar,fire,https://pokeapi.co/api/v2/pokemon/126/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/126.png
127,pinsir,bug,https://pokeapi.co/api/v2/pokemon/127/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/127.png
128,tauros,normal,https://pokeapi.co/api/v2/pokemon/128/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/128.png
129,magikarp,water,https://pokeapi.co/api/v2/pokemon/129/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/129.png
130,gyarados,"water, flying",https://pokeapi.co/api/v2/pokemon/130/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/130.png
131,lapras,"water, ice",https://pokeapi.co/api/v2/pokemon/131/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/131.png
132,ditto,normal,https://pokeapi.co/api/v2/pokemon/132/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/132.png
133,eevee,normal,https://pokeapi.co/api/v2/pokemon/133/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/133.png
134,vaporeon,water,https://pokeapi.co/api/v2/pokemon/134/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/134.png
135,jolteon,electric,https://pokeapi.co/api/v2/pokemon/135/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/135.png
136,flareon,fire,https://pokeapi.co/api/v2/pokemon/136/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/136.png
137,porygon,normal,https://pokeapi.co/api/v2/pokemon/137/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/137.png
138,omanyte,"rock, water",https://pokeapi.co/api/v2/pokemon/138/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/138.png
139,omastar,"rock, water",https://pokeapi.co/api/v2/pokemon/139/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/139.png
140,kabuto,"rock, water",https://pokeapi.co/api/v2/pokemon/140/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/140.png
141,kabutops,"rock, water",https://pokeapi.co/api/v2/pokemon/141/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/141.png
142,aerodactyl,"rock, flying",https://pokeapi.co/api/v2/pokemon/142/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/142.png
143,snorlax,normal,https://pokeapi.co/api/v2/pokemon/143/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/143.png
144,articuno,"ice, flying",https://pokeapi.co/api/v2/pokemon/144/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/144.png
145,zapdos,"electric, flying",https://pokeapi.co/api/v2/pokemon/145/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/145.png
146,moltres,"fire, flying",https://pokeapi.co/api/v2/pokemon/146/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/146.png
147,dratini,dragon,https://pokeapi.co/api/v2/pokemon/147/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/147.png
148,dragonair,dragon,https://pokeapi.co/api/v2/pokemon/148/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/148.png
149,dragonite,"dragon, flying",https://pokeapi.co/api/v2/pokemon/149/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/149.png
150,mewtwo,psychic,https://pokeapi.co/api/v2/pokemon/150/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/150.png
151,mew,psychic,https://pokeapi.co/api/v2/pokemon/151/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/151.png
152,chikorita,grass,https://pokeapi.co/api/v2/pokemon/152/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/152.png
153,bayleef,grass,https://pokeapi.co/api/v2/pokemon/153/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/153.png
154,meganium,grass,https://pokeapi.co/api/v2/pokemon/154/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/154.png
155,cyndaquil,fire,https://pokeapi.co/api/v2/pokemon/155/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/155.png
156,quilava,fire,https://pokeapi.co/api/v2/pokemon/156/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/156.png
157,typhlosion,fire,https://pokeapi.co/api/v2/pokemon/157/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/157.png
158,totodile,water,https://pokeapi.co/api/v2/pokemon/158/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/158.png
159,croconaw,water,https://pokeapi.co/api/v2/pokemon/159/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/159.png
160,feraligatr,water,https://pokeapi.co/api/v2/pokemon/160/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/160.png
161,sentret,normal,https://pokeapi.co/api/v2/pokemon/161/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/161.png
162,furret,normal,https://pokeapi.co/api/v2/pokemon/162/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/162.png
163,hoothoot,"normal, flying",https://pokeapi.co/api/v2/pokemon/163/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/163.png
164,noctowl,"normal, flying",https://pokeapi.co/api/v2/pokemon/164/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/164.png
165,ledyba,"bug, flying",https://pokeapi.co/api/v2/pokemon/165/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/165.png
166,ledian,"bug, flying",https://pokeapi.co/api/v2/pokemon/166/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/166.png
167,spinarak,"bug, poison",https://pokeapi.co/api/v2/pokemon/167/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/167.png
168,ariados,"bug, poison",https://pokeapi.co/api/v2/pokemon/168/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/168.png
169,crobat,"poison, flying",https://pokeapi.co/api/v2/pokemon/169/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/169.png
170,chinchou,"water, electric",https://pokeapi.co/api/v2/pokemon/170/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/170.png
171,lanturn,"water, electric",https://pokeapi.co/api/v2/pokemon/171/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/171.png
172,pichu,electric,https://pokeapi.co/api/v2/pokemon/172/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/172.png
173,cleffa,fairy,https://pokeapi.co/api/v2/pokemon/173/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/173.png
174,igglybuff,"normal, fairy",https://pokeapi.co/api/v2/pokemon/174/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/174.png
175,togepi,fairy,https://pokeapi.co/api/v2/pokemon/175/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/175.png
176,togetic,"fairy, flying",https://pokeapi.co/api/v2/pokemon/176/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/176.png
177,natu,"psychic, flying",https://pokeapi.co/api/v2/pokemon/177/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/177.png
178,xatu,"psychic, flying",https://pokeapi.co/api/v2/pokemon/178/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/178.png
179,mareep,electric,https://pokeapi.co/api/v2/pokemon/179/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/179.png
180,flaaffy,electric,https://pokeapi.co/api/v2/pokemon/180/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/180.png
181,ampharos,electric,https://pokeapi.co/api/v2/pokemon/181/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/181.png
182,bellossom,grass,https://pokeapi.co/api/v2/pokemon/182/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/182.png
183,marill,"water, fairy",https://pokeapi.co/api/v2/pokemon/183/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/183.png
184,azumarill,"water, fairy",https://pokeapi.co/api/v2/pokemon/184/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/184.png
185,sudowoodo,rock,https://pokeapi.co/api/v2/pokemon/185/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/185.png
186,politoed,water,https://pokeapi.co/api/v2/pokemon/186/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/186.png
187,hoppip,"grass, flying",https://pokeapi.co/api/v2/pokemon/187/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/187.png
